_id,template_name,items[0].item_name,items[1].item_name,items[2].item_name,items[3].item_name,items[4].item_name,items[5].item_name,items[0].oid,items[1].oid,items[2].oid,items[3].oid,items[4].oid,items[5].oid,items[0].type,items[1].type,items[2].type,items[3].type,items[4].type,items[5].type,items[0].unit,items[1].unit,items[2].unit,items[3].unit,items[4].unit,items[5].unit,items[0].interval,items[1].interval,items[2].interval,items[3].interval,items[4].interval,items[5].interval,items[0]._id,items[1]._id,items[2]._id,items[3]._id,items[4]._id,items[5]._id,triggers[0].trigger_name,triggers[1].trigger_name,triggers[2].trigger_name,triggers[3].trigger_name,triggers[4].trigger_name,triggers[5].trigger_name,triggers[0].severity,triggers[1].severity,triggers[2].severity,triggers[3].severity,triggers[4].severity,triggers[5].severity,triggers[0].expression,triggers[1].expression,triggers[2].expression,triggers[3].expression,triggers[4].expression,triggers[5].expression,triggers[0].ok_event_generation,triggers[1].ok_event_generation,triggers[2].ok_event_generation,triggers[3].ok_event_generation,triggers[4].ok_event_generation,triggers[5].ok_event_generation,triggers[0].recovery_expression,triggers[1].recovery_expression,triggers[2].recovery_expression,triggers[3].recovery_expression,triggers[4].recovery_expression,triggers[5].recovery_expression,triggers[0].thresholdDuration,triggers[1].thresholdDuration,triggers[2].thresholdDuration,triggers[3].thresholdDuration,triggers[4].thresholdDuration,triggers[5].thresholdDuration,triggers[0].expressionPart[0].item,triggers[1].expressionPart[0].item,triggers[2].expressionPart[0].item,triggers[3].expressionPart[0].item,triggers[4].expressionPart[0].item,triggers[5].expressionPart[0].item,triggers[0].expressionPart[0].operation,triggers[1].expressionPart[0].operation,triggers[2].expressionPart[0].operation,triggers[3].expressionPart[0].operation,triggers[4].expressionPart[0].operation,triggers[5].expressionPart[0].operation,triggers[0].expressionPart[0].value,triggers[1].expressionPart[0].value,triggers[2].expressionPart[0].value,triggers[3].expressionPart[0].value,triggers[4].expressionPart[0].value,triggers[5].expressionPart[0].value,triggers[0].expressionPart[0].operator,triggers[1].expressionPart[0].operator,triggers[2].expressionPart[0].operator,triggers[3].expressionPart[0].operator,triggers[4].expressionPart[0].operator,triggers[5].expressionPart[0].operator,triggers[0].expressionPart[0].functionofItem,triggers[1].expressionPart[0].functionofItem,triggers[2].expressionPart[0].functionofItem,triggers[3].expressionPart[0].functionofItem,triggers[4].expressionPart[0].functionofItem,triggers[5].expressionPart[0].functionofItem,triggers[0].expressionPart[0].duration,triggers[1].expressionPart[0].duration,triggers[2].expressionPart[0].duration,triggers[3].expressionPart[0].duration,triggers[4].expressionPart[0].duration,triggers[5].expressionPart[0].duration,triggers[0].expressionPart[0]._id,triggers[1].expressionPart[0]._id,triggers[2].expressionPart[0]._id,triggers[3].expressionPart[0]._id,triggers[4].expressionPart[0]._id,triggers[5].expressionPart[0]._id,triggers[0]._id,triggers[1]._id,triggers[2]._id,triggers[3]._id,triggers[4]._id,triggers[5]._id,triggers[3].expressionRecoveryPart[0].item,triggers[4].expressionRecoveryPart[0].item,triggers[5].expressionRecoveryPart[0].item,triggers[0].expressionRecoveryPart[0].item,triggers[1].expressionRecoveryPart[0].item,triggers[2].expressionRecoveryPart[0].item,triggers[3].expressionRecoveryPart[0].operation,triggers[4].expressionRecoveryPart[0].operation,triggers[5].expressionRecoveryPart[0].operation,triggers[0].expressionRecoveryPart[0].operation,triggers[1].expressionRecoveryPart[0].operation,triggers[2].expressionRecoveryPart[0].operation,triggers[3].expressionRecoveryPart[0].value,triggers[4].expressionRecoveryPart[0].value,triggers[5].expressionRecoveryPart[0].value,triggers[0].expressionRecoveryPart[0].value,triggers[1].expressionRecoveryPart[0].value,triggers[2].expressionRecoveryPart[0].value,triggers[3].expressionRecoveryPart[0].operator,triggers[4].expressionRecoveryPart[0].operator,triggers[5].expressionRecoveryPart[0].operator,triggers[0].expressionRecoveryPart[0].operator,triggers[1].expressionRecoveryPart[0].operator,triggers[2].expressionRecoveryPart[0].operator,triggers[3].expressionRecoveryPart[0].functionofItem,triggers[4].expressionRecoveryPart[0].functionofItem,triggers[5].expressionRecoveryPart[0].functionofItem,triggers[0].expressionRecoveryPart[0].functionofItem,triggers[1].expressionRecoveryPart[0].functionofItem,triggers[2].expressionRecoveryPart[0].functionofItem,triggers[3].expressionRecoveryPart[0].duration,triggers[4].expressionRecoveryPart[0].duration,triggers[5].expressionRecoveryPart[0].duration,triggers[0].expressionRecoveryPart[0].duration,triggers[1].expressionRecoveryPart[0].duration,triggers[2].expressionRecoveryPart[0].duration,triggers[3].expressionRecoveryPart[0]._id,triggers[4].expressionRecoveryPart[0]._id,triggers[5].expressionRecoveryPart[0]._id,triggers[0].expressionRecoveryPart[0]._id,triggers[1].expressionRecoveryPart[0]._id,triggers[2].expressionRecoveryPart[0]._id,description,__v
67c8833b6555a24c56a94731,SG250-50 50-Port Gigabit Smart Switch,CPU usage last second,CPU usage last minute,CPU usage last 5 minute,Temperature sensor value,Temperature sensor status,,1.3.6.1.4.1.9.6.1.101.1.7.0,1.3.6.1.4.1.9.6.1.101.1.8.0,1.3.6.1.4.1.9.6.1.101.1.8.0,1.3.6.1.4.1.9.6.1.101.53.15.1.10.1,1.3.6.1.4.1.9.6.1.101.53.15.1.11.1,,integer,integer,integer,integer,integer,,%,%,%,C,Status,,60,60,60,60,60,,67c8833b6555a24c56a94732,67c8833b6555a24c56a94733,67c8833b6555a24c56a94734,67c8833b6555a24c56a94735,67c8833b6555a24c56a94736,,CPU usage last 5 minutes,CPU usage last 5 minutes,CPU usage last 5 minutes,Temperature,Temperature,Temperature,warning,critical,disaster,warning,critical,disaster,last(CPU usage last 5 minute) > 70,last(CPU usage last 5 minute) > 85,last(CPU usage last 5 minute) > 95,last(Temperature sensor value) > 50,last(Temperature sensor value) > 70,last(Temperature sensor value) > 90,expression,expression,expression,expression,expression,expression,,,,,,,300000,300000,300000,300000,300000,300000,CPU usage last 5 minute,CPU usage last 5 minute,CPU usage last 5 minute,Temperature sensor value,Temperature sensor value,Temperature sensor value,>,>,>,>,>,>,70,85,95,50,70,90,and,and,and,and,and,and,last,last,last,last,last,last,,,,,,,67c884bc5dd5dd74f347ec56,67c8855b5dd5dd74f3491c5a,67c8855b5dd5dd74f3491c5c,67c8855b5dd5dd74f3491c5e,67c8855b5dd5dd74f3491c61,67c8855b5dd5dd74f3491c64,67c884bc5dd5dd74f347ec55,67c8855b5dd5dd74f3491c59,67c8855b5dd5dd74f3491c5b,67c8855b5dd5dd74f3491c5d,67c8855b5dd5dd74f3491c60,67c8855b5dd5dd74f3491c63,,,,,,,,,,,,,,,,,,,and,and,and,,,,,,,,,,15m,15m,15m,,,,67c8855b5dd5dd74f3491c5f,67c8855b5dd5dd74f3491c62,67c8855b5dd5dd74f3491c65,,,,SG250-50 50-Port Gigabit Smart Switch of CPE WIFI,0
67c887165dd5dd74f34be3c4,"Cisco IOS Software, C2960S ",Temperature,Free memory index 1,Free memory index 2,Used memory index 1,Used memory index 2,CPUTotal5min,1.3.6.1.4.1.9.9.13.1.3.1.3.1008,1.3.6.1.4.1.9.9.48.1.1.1.6.1,1.3.6.1.4.1.9.9.48.1.1.1.6.2,1.3.6.1.4.1.9.9.48.1.1.1.5.1,1.3.6.1.4.1.9.9.48.1.1.1.5.2,1.3.6.1.4.1.9.9.109.1.1.1.1.8.1,integer,integer,integer,integer,integer,integer,C,bytes,bytes,bytes,bytes,%,60,60,60,60,60,60,67c887165dd5dd74f34be3c5,67c887165dd5dd74f34be3c6,67c887165dd5dd74f34be3c7,67c887165dd5dd74f34be3c8,67c887165dd5dd74f34be3c9,67c887165dd5dd74f34be3ca,High CPU utilization,High Temperature,High Temperature,,,,critical,warning,critical,,,,last(CPUTotal5min) > 90,last(Temperature) > 50,last(Temperature) > 60,,,,expression,expression,expression,,,,,,,,,,300000,300000,300000,,,,CPUTotal5min,Temperature,Temperature,,,,>,>,>,,,,90,50,60,,,,and,and,and,,,,last,last,last,,,,,,,,,,67c887165dd5dd74f34be3cc,67c887165dd5dd74f34be3cf,67c887165dd5dd74f34be3d2,,,,67c887165dd5dd74f34be3cb,67c887165dd5dd74f34be3ce,67c887165dd5dd74f34be3d1,,,,,,,,,,,,,,,,,,,,,,,,,and,and,and,,,,,,,,,,15m,15m,15m,,,,67c887165dd5dd74f34be3cd,67c887165dd5dd74f34be3d0,67c887165dd5dd74f34be3d3,516 Room,0
